date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
01/07/2017,Y59,SOUTH EAST COMMISSIONING REGION,787935,2873417.06,0,0
01/07/2017,Y62,NORTH WEST COMMISSIONING REGION,864230,2742210.32,0,0
01/07/2017,Y60,MIDLANDS COMMISSIONING REGION,1038965,3083561.91,0,0
01/07/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1099642,2984585.73,0,0
01/08/2017,Y56,LONDON COMMISSIONING REGION,500758,1639884.24,0,0
01/08/2017,Y58,SOUTH WEST COMMISSIONING REGION,611810,1649629.09,0,0
01/08/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,688016,1888716.67,0,0
01/08/2017,Y59,SOUTH EAST COMMISSIONING REGION,791579,2714539.99,0,0
01/08/2017,Y62,NORTH WEST COMMISSIONING REGION,880628,2599034.28,0,0
01/08/2017,Y60,MIDLANDS COMMISSIONING REGION,1055999,2895471.76,0,0
01/08/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1125903,2816030.2,0,0
01/09/2017,Y56,LONDON COMMISSIONING REGION,498182,1833822.47,0,0
01/09/2017,Y58,SOUTH WEST COMMISSIONING REGION,609615,1934620.57,0,0
01/09/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,677907,2140310.38,0,0
01/09/2017,Y59,SOUTH EAST COMMISSIONING REGION,781367,3063599.82,0,0
01/09/2017,Y62,NORTH WEST COMMISSIONING REGION,863533,2899395.25,0,0
01/09/2017,Y60,MIDLANDS COMMISSIONING REGION,1040655,3327961.51,0,0
01/09/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1106726,3169104.87,0,0
01/10/2017,Y56,LONDON COMMISSIONING REGION,516046,1831289.06,0,0
01/10/2017,Y58,SOUTH WEST COMMISSIONING REGION,624025,2004245.81,0,0
01/10/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,697502,2231434.67,0,0
01/10/2017,Y59,SOUTH EAST COMMISSIONING REGION,805290,3120503.21,0,0
01/10/2017,Y62,NORTH WEST COMMISSIONING REGION,885109,2898715.39,0,0
01/10/2017,Y60,MIDLANDS COMMISSIONING REGION,1067871,3498951.72,0,0
01/10/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1133201,3226711.41,0,0
01/11/2017,Y56,LONDON COMMISSIONING REGION,519462,1792444.71,0,0
01/11/2017,Y58,SOUTH WEST COMMISSIONING REGION,636746,2007264.56,0,0
01/11/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,705062,2162694.96,0,0
01/11/2017,Y59,SOUTH EAST COMMISSIONING REGION,808575,3043986.37,0,0
01/11/2017,Y62,NORTH WEST COMMISSIONING REGION,888852,2833607.47,0,0
01/11/2017,Y60,MIDLANDS COMMISSIONING REGION,1081508,3431818.08,0,0
01/11/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1147235,3190935.73,0,0
01/12/2017,Y56,LONDON COMMISSIONING REGION,510701,1733524.3,0,0
01/12/2017,Y58,SOUTH WEST COMMISSIONING REGION,629711,1987593.98,0,0
